cycle,sm,cta,warp,pc,instruction,event,active_mask,eligible,selected,stall_reason,memory_transaction_count,cache_result,divergence_depth
6,1,0,14,0,"MOV.GTID r1",ISSUE,11111111111111111111111111111111,1,1,"",,,
6,1,0,14,0,"MOV.GTID r1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
7,0,0,6,1,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
7,0,0,7,0,"MOV.GTID r1",ISSUE,11111111111111111111111111111111,1,1,"",,,
7,0,0,7,0,"MOV.GTID r1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
7,1,0,14,1,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
7,1,0,15,0,"MOV.GTID r1",ISSUE,11111111111111111111111111111111,1,1,"",,,
7,1,0,15,0,"MOV.GTID r1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
8,0,0,7,1,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
8,0,0,0,1,"SHL r2, r1, 2",ISSUE,11111111111111111111111111111111,1,1,"",,,
8,0,0,0,1,"SHL r2, r1, 2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
8,1,0,15,1,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
8,1,0,8,1,"SHL r2, r1, 2",ISSUE,11111111111111111111111111111111,1,1,"",,,
8,1,0,8,1,"SHL r2, r1, 2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
9,0,0,0,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
9,0,0,1,1,"SHL r2, r1, 2",ISSUE,11111111111111111111111111111111,1,1,"",,,
9,0,0,1,1,"SHL r2, r1, 2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
9,1,0,8,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
9,1,0,9,1,"SHL r2, r1, 2",ISSUE,11111111111111111111111111111111,1,1,"",,,
9,1,0,9,1,"SHL r2, r1, 2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
10,0,0,1,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
10,0,0,2,1,"SHL r2, r1, 2",ISSUE,11111111111111111111111111111111,1,1,"",,,
10,0,0,2,1,"SHL r2, r1, 2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
10,1,0,9,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
10,1,0,10,1,"SHL r2, r1, 2",ISSUE,11111111111111111111111111111111,1,1,"",,,
10,1,0,10,1,"SHL r2, r1, 2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
11,0,0,2,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
11,0,0,3,1,"SHL r2, r1, 2",ISSUE,11111111111111111111111111111111,1,1,"",,,
11,0,0,3,1,"SHL r2, r1, 2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
11,1,0,10,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
11,1,0,11,1,"SHL r2, r1, 2",ISSUE,11111111111111111111111111111111,1,1,"",,,
11,1,0,11,1,"SHL r2, r1, 2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
12,0,0,3,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
12,0,0,4,1,"SHL r2, r1, 2",ISSUE,11111111111111111111111111111111,1,1,"",,,
12,0,0,4,1,"SHL r2, r1, 2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
12,1,0,11,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
12,1,0,12,1,"SHL r2, r1, 2",ISSUE,11111111111111111111111111111111,1,1,"",,,
12,1,0,12,1,"SHL r2, r1, 2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
13,0,0,4,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
13,0,0,5,1,"SHL r2, r1, 2",ISSUE,11111111111111111111111111111111,1,1,"",,,
13,0,0,5,1,"SHL r2, r1, 2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
13,1,0,12,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
13,1,0,13,1,"SHL r2, r1, 2",ISSUE,11111111111111111111111111111111,1,1,"",,,
13,1,0,13,1,"SHL r2, r1, 2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
14,0,0,5,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
14,0,0,6,1,"SHL r2, r1, 2",ISSUE,11111111111111111111111111111111,1,1,"",,,
14,0,0,6,1,"SHL r2, r1, 2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
14,1,0,13,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
14,1,0,14,1,"SHL r2, r1, 2",ISSUE,11111111111111111111111111111111,1,1,"",,,
14,1,0,14,1,"SHL r2, r1, 2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
15,0,0,6,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
15,0,0,7,1,"SHL r2, r1, 2",ISSUE,11111111111111111111111111111111,1,1,"",,,
15,0,0,7,1,"SHL r2, r1, 2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
15,1,0,14,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
15,1,0,15,1,"SHL r2, r1, 2",ISSUE,11111111111111111111111111111111,1,1,"",,,
15,1,0,15,1,"SHL r2, r1, 2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
16,0,0,7,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
16,0,0,0,2,"LD.GLOBAL r3, [r2 + 0]",ISSUE,11111111111111111111111111111111,1,1,"",,,
16,0,0,0,2,"LD.GLOBAL r3, [r2 + 0]",EXECUTE,11111111111111111111111111111111,1,0,"",,,
16,0,0,0,2,"LD.GLOBAL r3, [r2 + 0]",MEMORY_REQUEST,11111111111111111111111111111111,1,0,"",,,
16,1,0,15,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
16,1,0,8,2,"LD.GLOBAL r3, [r2 + 0]",ISSUE,11111111111111111111111111111111,1,1,"",,,
16,1,0,8,2,"LD.GLOBAL r3, [r2 + 0]",EXECUTE,11111111111111111111111111111111,1,0,"",,,
16,1,0,8,2,"LD.GLOBAL r3, [r2 + 0]",MEMORY_REQUEST,11111111111111111111111111111111,1,0,"",,,
17,0,0,0,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
17,0,0,1,2,"LD.GLOBAL r3, [r2 + 0]",ISSUE,11111111111111111111111111111111,1,1,"",,,
17,0,0,1,2,"LD.GLOBAL r3, [r2 + 0]",EXECUTE,11111111111111111111111111111111,1,0,"",,,
17,0,0,1,2,"LD.GLOBAL r3, [r2 + 0]",MEMORY_REQUEST,11111111111111111111111111111111,1,0,"",,,
17,1,0,8,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
17,1,0,9,2,"LD.GLOBAL r3, [r2 + 0]",ISSUE,11111111111111111111111111111111,1,1,"",,,
17,1,0,9,2,"LD.GLOBAL r3, [r2 + 0]",EXECUTE,11111111111111111111111111111111,1,0,"",,,
17,1,0,9,2,"LD.GLOBAL r3, [r2 + 0]",MEMORY_REQUEST,11111111111111111111111111111111,1,0,"",,,
18,0,0,0,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
18,0,0,1,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
18,0,0,2,2,"LD.GLOBAL r3, [r2 + 0]",ISSUE,11111111111111111111111111111111,1,1,"",,,
18,0,0,2,2,"LD.GLOBAL r3, [r2 + 0]",EXECUTE,11111111111111111111111111111111,1,0,"",,,
18,0,0,2,2,"LD.GLOBAL r3, [r2 + 0]",MEMORY_REQUEST,11111111111111111111111111111111,1,0,"",,,
18,1,0,8,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
18,1,0,9,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
18,1,0,10,2,"LD.GLOBAL r3, [r2 + 0]",ISSUE,11111111111111111111111111111111,1,1,"",,,
18,1,0,10,2,"LD.GLOBAL r3, [r2 + 0]",EXECUTE,11111111111111111111111111111111,1,0,"",,,
18,1,0,10,2,"LD.GLOBAL r3, [r2 + 0]",MEMORY_REQUEST,11111111111111111111111111111111,1,0,"",,,
19,0,0,0,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
19,0,0,1,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
19,0,0,2,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
19,0,0,3,2,"LD.GLOBAL r3, [r2 + 0]",ISSUE,11111111111111111111111111111111,1,1,"",,,
19,0,0,3,2,"LD.GLOBAL r3, [r2 + 0]",EXECUTE,11111111111111111111111111111111,1,0,"",,,
19,0,0,3,2,"LD.GLOBAL r3, [r2 + 0]",MEMORY_REQUEST,11111111111111111111111111111111,1,0,"",,,
19,1,0,8,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
19,1,0,9,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
19,1,0,10,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
19,1,0,11,2,"LD.GLOBAL r3, [r2 + 0]",ISSUE,11111111111111111111111111111111,1,1,"",,,
19,1,0,11,2,"LD.GLOBAL r3, [r2 + 0]",EXECUTE,11111111111111111111111111111111,1,0,"",,,
19,1,0,11,2,"LD.GLOBAL r3, [r2 + 0]",MEMORY_REQUEST,11111111111111111111111111111111,1,0,"",,,
20,0,0,0,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
20,0,0,1,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
20,0,0,2,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
20,0,0,3,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
20,0,0,4,2,"LD.GLOBAL r3, [r2 + 0]",ISSUE,11111111111111111111111111111111,1,1,"",,,
20,0,0,4,2,"LD.GLOBAL r3, [r2 + 0]",EXECUTE,11111111111111111111111111111111,1,0,"",,,
20,0,0,4,2,"LD.GLOBAL r3, [r2 + 0]",MEMORY_REQUEST,11111111111111111111111111111111,1,0,"",,,
20,1,0,8,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
20,1,0,9,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
20,1,0,10,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
20,1,0,11,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
20,1,0,12,2,"LD.GLOBAL r3, [r2 + 0]",ISSUE,11111111111111111111111111111111,1,1,"",,,
20,1,0,12,2,"LD.GLOBAL r3, [r2 + 0]",EXECUTE,11111111111111111111111111111111,1,0,"",,,
20,1,0,12,2,"LD.GLOBAL r3, [r2 + 0]",MEMORY_REQUEST,11111111111111111111111111111111,1,0,"",,,
21,0,0,0,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
21,0,0,1,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
21,0,0,2,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
21,0,0,3,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
21,0,0,4,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
21,0,0,5,2,"LD.GLOBAL r3, [r2 + 0]",ISSUE,11111111111111111111111111111111,1,1,"",,,
21,0,0,5,2,"LD.GLOBAL r3, [r2 + 0]",EXECUTE,11111111111111111111111111111111,1,0,"",,,
21,0,0,5,2,"LD.GLOBAL r3, [r2 + 0]",MEMORY_REQUEST,11111111111111111111111111111111,1,0,"",,,
21,1,0,8,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
21,1,0,9,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
21,1,0,10,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
21,1,0,11,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
21,1,0,12,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
21,1,0,13,2,"LD.GLOBAL r3, [r2 + 0]",ISSUE,11111111111111111111111111111111,1,1,"",,,
21,1,0,13,2,"LD.GLOBAL r3, [r2 + 0]",EXECUTE,11111111111111111111111111111111,1,0,"",,,
21,1,0,13,2,"LD.GLOBAL r3, [r2 + 0]",MEMORY_REQUEST,11111111111111111111111111111111,1,0,"",,,
22,0,0,0,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
22,0,0,1,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
22,0,0,2,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
22,0,0,3,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
22,0,0,4,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
22,0,0,5,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
22,0,0,6,2,"LD.GLOBAL r3, [r2 + 0]",ISSUE,11111111111111111111111111111111,1,1,"",,,
22,0,0,6,2,"LD.GLOBAL r3, [r2 + 0]",EXECUTE,11111111111111111111111111111111,1,0,"",,,
22,0,0,6,2,"LD.GLOBAL r3, [r2 + 0]",MEMORY_REQUEST,11111111111111111111111111111111,1,0,"",,,
22,1,0,8,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
22,1,0,9,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
22,1,0,10,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
22,1,0,11,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
22,1,0,12,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
22,1,0,13,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
22,1,0,14,2,"LD.GLOBAL r3, [r2 + 0]",ISSUE,11111111111111111111111111111111,1,1,"",,,
22,1,0,14,2,"LD.GLOBAL r3, [r2 + 0]",EXECUTE,11111111111111111111111111111111,1,0,"",,,
22,1,0,14,2,"LD.GLOBAL r3, [r2 + 0]",MEMORY_REQUEST,11111111111111111111111111111111,1,0,"",,,
23,0,0,0,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
23,0,0,1,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
23,0,0,2,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
23,0,0,3,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
23,0,0,4,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
23,0,0,5,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
23,0,0,6,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
23,0,0,7,2,"LD.GLOBAL r3, [r2 + 0]",ISSUE,11111111111111111111111111111111,1,1,"",,,
23,0,0,7,2,"LD.GLOBAL r3, [r2 + 0]",EXECUTE,11111111111111111111111111111111,1,0,"",,,
23,0,0,7,2,"LD.GLOBAL r3, [r2 + 0]",MEMORY_REQUEST,11111111111111111111111111111111,1,0,"",,,
23,1,0,8,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
23,1,0,9,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
23,1,0,10,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
23,1,0,11,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
23,1,0,12,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
23,1,0,13,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
23,1,0,14,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
23,1,0,15,2,"LD.GLOBAL r3, [r2 + 0]",ISSUE,11111111111111111111111111111111,1,1,"",,,
23,1,0,15,2,"LD.GLOBAL r3, [r2 + 0]",EXECUTE,11111111111111111111111111111111,1,0,"",,,
23,1,0,15,2,"LD.GLOBAL r3, [r2 + 0]",MEMORY_REQUEST,11111111111111111111111111111111,1,0,"",,,
24,0,0,0,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
24,0,0,1,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
24,0,0,2,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
24,0,0,3,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
24,0,0,4,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
24,0,0,5,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
24,0,0,6,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
24,0,0,7,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
24,1,0,8,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
24,1,0,9,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
24,1,0,10,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
24,1,0,11,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
24,1,0,12,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
24,1,0,13,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
24,1,0,14,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
24,1,0,15,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
25,0,0,0,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
25,0,0,1,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
25,0,0,2,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
25,0,0,3,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
25,0,0,4,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
25,0,0,5,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
25,0,0,6,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
25,0,0,7,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
25,1,0,8,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
25,1,0,9,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
25,1,0,10,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
25,1,0,11,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
25,1,0,12,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
25,1,0,13,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
25,1,0,14,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
25,1,0,15,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
26,0,0,0,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
26,0,0,1,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
26,0,0,2,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
26,0,0,3,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
26,0,0,4,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
26,0,0,5,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
26,0,0,6,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
26,0,0,7,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
26,1,0,8,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
26,1,0,9,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
26,1,0,10,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
26,1,0,11,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
26,1,0,12,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
26,1,0,13,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
26,1,0,14,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
26,1,0,15,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
27,0,0,0,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
27,0,0,1,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
27,0,0,2,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
27,0,0,3,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
27,0,0,4,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
27,0,0,5,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
27,0,0,6,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
27,0,0,7,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
27,1,0,8,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
27,1,0,9,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
27,1,0,10,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
27,1,0,11,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
27,1,0,12,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
27,1,0,13,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
27,1,0,14,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
27,1,0,15,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
28,0,0,0,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
28,0,0,1,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
28,0,0,2,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
28,0,0,3,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
28,0,0,4,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
28,0,0,5,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
28,0,0,6,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
28,0,0,7,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
28,1,0,8,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
28,1,0,9,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
28,1,0,10,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
28,1,0,11,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
28,1,0,12,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
28,1,0,13,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
28,1,0,14,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
28,1,0,15,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
29,0,0,0,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
29,0,0,1,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
29,0,0,2,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
29,0,0,3,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
29,0,0,4,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
29,0,0,5,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
29,0,0,6,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
29,0,0,7,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
29,1,0,8,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
29,1,0,9,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
29,1,0,10,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
29,1,0,11,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
29,1,0,12,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
29,1,0,13,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
29,1,0,14,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
29,1,0,15,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
30,0,0,0,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
30,0,0,1,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
30,0,0,2,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
30,0,0,3,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
30,0,0,4,3,"",FETCH,11111111111111111111111111111111,0,0,"global memory",,,
