cycle,sm,cta,warp,pc,instruction,event,active_mask,eligible,selected,stall_reason,memory_transaction_count,cache_result,divergence_depth
5,0,0,5,0,"MOV.LANEID r1",ISSUE,11111111111111111111111111111111,1,1,"",,,
5,0,0,5,0,"MOV.LANEID r1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
5,1,0,12,1,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
5,1,0,13,0,"MOV.LANEID r1",ISSUE,11111111111111111111111111111111,1,1,"",,,
5,1,0,13,0,"MOV.LANEID r1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
6,0,0,5,1,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
6,0,0,6,0,"MOV.LANEID r1",ISSUE,11111111111111111111111111111111,1,1,"",,,
6,0,0,6,0,"MOV.LANEID r1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
6,1,0,13,1,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
6,1,0,14,0,"MOV.LANEID r1",ISSUE,11111111111111111111111111111111,1,1,"",,,
6,1,0,14,0,"MOV.LANEID r1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
7,0,0,6,1,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
7,0,0,7,0,"MOV.LANEID r1",ISSUE,11111111111111111111111111111111,1,1,"",,,
7,0,0,7,0,"MOV.LANEID r1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
7,1,0,14,1,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
7,1,0,15,0,"MOV.LANEID r1",ISSUE,11111111111111111111111111111111,1,1,"",,,
7,1,0,15,0,"MOV.LANEID r1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
8,0,0,7,1,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
8,0,0,0,1,"MOVI r2, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
8,0,0,0,1,"MOVI r2, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
8,1,0,15,1,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
8,1,0,8,1,"MOVI r2, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
8,1,0,8,1,"MOVI r2, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
9,0,0,0,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
9,0,0,1,1,"MOVI r2, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
9,0,0,1,1,"MOVI r2, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
9,1,0,8,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
9,1,0,9,1,"MOVI r2, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
9,1,0,9,1,"MOVI r2, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
10,0,0,1,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
10,0,0,2,1,"MOVI r2, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
10,0,0,2,1,"MOVI r2, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
10,1,0,9,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
10,1,0,10,1,"MOVI r2, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
10,1,0,10,1,"MOVI r2, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
11,0,0,2,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
11,0,0,3,1,"MOVI r2, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
11,0,0,3,1,"MOVI r2, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
11,1,0,10,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
11,1,0,11,1,"MOVI r2, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
11,1,0,11,1,"MOVI r2, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
12,0,0,3,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
12,0,0,4,1,"MOVI r2, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
12,0,0,4,1,"MOVI r2, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
12,1,0,11,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
12,1,0,12,1,"MOVI r2, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
12,1,0,12,1,"MOVI r2, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
13,0,0,4,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
13,0,0,5,1,"MOVI r2, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
13,0,0,5,1,"MOVI r2, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
13,1,0,12,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
13,1,0,13,1,"MOVI r2, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
13,1,0,13,1,"MOVI r2, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
14,0,0,5,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
14,0,0,6,1,"MOVI r2, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
14,0,0,6,1,"MOVI r2, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
14,1,0,13,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
14,1,0,14,1,"MOVI r2, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
14,1,0,14,1,"MOVI r2, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
15,0,0,6,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
15,0,0,7,1,"MOVI r2, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
15,0,0,7,1,"MOVI r2, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
15,1,0,14,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
15,1,0,15,1,"MOVI r2, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
15,1,0,15,1,"MOVI r2, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
16,0,0,7,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
16,0,0,0,2,"SETP.GE p0, r1, r2",ISSUE,11111111111111111111111111111111,1,1,"",,,
16,0,0,0,2,"SETP.GE p0, r1, r2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
16,1,0,15,2,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
16,1,0,8,2,"SETP.GE p0, r1, r2",ISSUE,11111111111111111111111111111111,1,1,"",,,
16,1,0,8,2,"SETP.GE p0, r1, r2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
17,0,0,0,3,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
17,0,0,1,2,"SETP.GE p0, r1, r2",ISSUE,11111111111111111111111111111111,1,1,"",,,
17,0,0,1,2,"SETP.GE p0, r1, r2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
17,1,0,8,3,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
17,1,0,9,2,"SETP.GE p0, r1, r2",ISSUE,11111111111111111111111111111111,1,1,"",,,
17,1,0,9,2,"SETP.GE p0, r1, r2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
18,0,0,1,3,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
18,0,0,2,2,"SETP.GE p0, r1, r2",ISSUE,11111111111111111111111111111111,1,1,"",,,
18,0,0,2,2,"SETP.GE p0, r1, r2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
18,1,0,9,3,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
18,1,0,10,2,"SETP.GE p0, r1, r2",ISSUE,11111111111111111111111111111111,1,1,"",,,
18,1,0,10,2,"SETP.GE p0, r1, r2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
19,0,0,2,3,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
19,0,0,3,2,"SETP.GE p0, r1, r2",ISSUE,11111111111111111111111111111111,1,1,"",,,
19,0,0,3,2,"SETP.GE p0, r1, r2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
19,1,0,10,3,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
19,1,0,11,2,"SETP.GE p0, r1, r2",ISSUE,11111111111111111111111111111111,1,1,"",,,
19,1,0,11,2,"SETP.GE p0, r1, r2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
20,0,0,3,3,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
20,0,0,4,2,"SETP.GE p0, r1, r2",ISSUE,11111111111111111111111111111111,1,1,"",,,
20,0,0,4,2,"SETP.GE p0, r1, r2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
20,1,0,11,3,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
20,1,0,12,2,"SETP.GE p0, r1, r2",ISSUE,11111111111111111111111111111111,1,1,"",,,
20,1,0,12,2,"SETP.GE p0, r1, r2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
21,0,0,4,3,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
21,0,0,5,2,"SETP.GE p0, r1, r2",ISSUE,11111111111111111111111111111111,1,1,"",,,
21,0,0,5,2,"SETP.GE p0, r1, r2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
21,1,0,12,3,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
21,1,0,13,2,"SETP.GE p0, r1, r2",ISSUE,11111111111111111111111111111111,1,1,"",,,
21,1,0,13,2,"SETP.GE p0, r1, r2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
22,0,0,5,3,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
22,0,0,6,2,"SETP.GE p0, r1, r2",ISSUE,11111111111111111111111111111111,1,1,"",,,
22,0,0,6,2,"SETP.GE p0, r1, r2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
22,1,0,13,3,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
22,1,0,14,2,"SETP.GE p0, r1, r2",ISSUE,11111111111111111111111111111111,1,1,"",,,
22,1,0,14,2,"SETP.GE p0, r1, r2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
23,0,0,6,3,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
23,0,0,7,2,"SETP.GE p0, r1, r2",ISSUE,11111111111111111111111111111111,1,1,"",,,
23,0,0,7,2,"SETP.GE p0, r1, r2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
23,1,0,14,3,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
23,1,0,15,2,"SETP.GE p0, r1, r2",ISSUE,11111111111111111111111111111111,1,1,"",,,
23,1,0,15,2,"SETP.GE p0, r1, r2",EXECUTE,11111111111111111111111111111111,1,0,"",,,
24,0,0,7,3,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
24,0,0,0,3,"VOTE.ALL p1, p0",ISSUE,11111111111111111111111111111111,1,1,"",,,
24,0,0,0,3,"VOTE.ALL p1, p0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
24,1,0,15,3,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
24,1,0,8,3,"VOTE.ALL p1, p0",ISSUE,11111111111111111111111111111111,1,1,"",,,
24,1,0,8,3,"VOTE.ALL p1, p0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
25,0,0,0,4,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
25,0,0,1,3,"VOTE.ALL p1, p0",ISSUE,11111111111111111111111111111111,1,1,"",,,
25,0,0,1,3,"VOTE.ALL p1, p0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
25,1,0,8,4,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
25,1,0,9,3,"VOTE.ALL p1, p0",ISSUE,11111111111111111111111111111111,1,1,"",,,
25,1,0,9,3,"VOTE.ALL p1, p0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
26,0,0,1,4,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
26,0,0,2,3,"VOTE.ALL p1, p0",ISSUE,11111111111111111111111111111111,1,1,"",,,
26,0,0,2,3,"VOTE.ALL p1, p0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
26,1,0,9,4,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
26,1,0,10,3,"VOTE.ALL p1, p0",ISSUE,11111111111111111111111111111111,1,1,"",,,
26,1,0,10,3,"VOTE.ALL p1, p0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
27,0,0,2,4,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
27,0,0,3,3,"VOTE.ALL p1, p0",ISSUE,11111111111111111111111111111111,1,1,"",,,
27,0,0,3,3,"VOTE.ALL p1, p0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
27,1,0,10,4,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
27,1,0,11,3,"VOTE.ALL p1, p0",ISSUE,11111111111111111111111111111111,1,1,"",,,
27,1,0,11,3,"VOTE.ALL p1, p0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
28,0,0,3,4,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
28,0,0,4,3,"VOTE.ALL p1, p0",ISSUE,11111111111111111111111111111111,1,1,"",,,
28,0,0,4,3,"VOTE.ALL p1, p0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
28,1,0,11,4,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
28,1,0,12,3,"VOTE.ALL p1, p0",ISSUE,11111111111111111111111111111111,1,1,"",,,
28,1,0,12,3,"VOTE.ALL p1, p0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
29,0,0,4,4,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
29,0,0,5,3,"VOTE.ALL p1, p0",ISSUE,11111111111111111111111111111111,1,1,"",,,
29,0,0,5,3,"VOTE.ALL p1, p0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
29,1,0,12,4,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
29,1,0,13,3,"VOTE.ALL p1, p0",ISSUE,11111111111111111111111111111111,1,1,"",,,
29,1,0,13,3,"VOTE.ALL p1, p0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
30,0,0,5,4,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
30,0,0,6,3,"VOTE.ALL p1, p0",ISSUE,11111111111111111111111111111111,1,1,"",,,
30,0,0,6,3,"VOTE.ALL p1, p0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
30,1,0,13,4,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
30,1,0,14,3,"VOTE.ALL p1, p0",ISSUE,11111111111111111111111111111111,1,1,"",,,
30,1,0,14,3,"VOTE.ALL p1, p0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
31,0,0,6,4,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
31,0,0,7,3,"VOTE.ALL p1, p0",ISSUE,11111111111111111111111111111111,1,1,"",,,
31,0,0,7,3,"VOTE.ALL p1, p0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
31,1,0,14,4,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
31,1,0,15,3,"VOTE.ALL p1, p0",ISSUE,11111111111111111111111111111111,1,1,"",,,
31,1,0,15,3,"VOTE.ALL p1, p0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
32,0,0,7,4,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
32,0,0,0,4,"BALLOT r3, p1",ISSUE,11111111111111111111111111111111,1,1,"",,,
32,0,0,0,4,"BALLOT r3, p1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
32,1,0,15,4,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
32,1,0,8,4,"BALLOT r3, p1",ISSUE,11111111111111111111111111111111,1,1,"",,,
32,1,0,8,4,"BALLOT r3, p1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
33,0,0,0,5,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
33,0,0,1,4,"BALLOT r3, p1",ISSUE,11111111111111111111111111111111,1,1,"",,,
33,0,0,1,4,"BALLOT r3, p1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
33,1,0,8,5,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
33,1,0,9,4,"BALLOT r3, p1",ISSUE,11111111111111111111111111111111,1,1,"",,,
33,1,0,9,4,"BALLOT r3, p1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
34,0,0,1,5,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
34,0,0,2,4,"BALLOT r3, p1",ISSUE,11111111111111111111111111111111,1,1,"",,,
34,0,0,2,4,"BALLOT r3, p1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
34,1,0,9,5,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
34,1,0,10,4,"BALLOT r3, p1",ISSUE,11111111111111111111111111111111,1,1,"",,,
34,1,0,10,4,"BALLOT r3, p1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
35,0,0,2,5,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
35,0,0,3,4,"BALLOT r3, p1",ISSUE,11111111111111111111111111111111,1,1,"",,,
35,0,0,3,4,"BALLOT r3, p1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
35,1,0,10,5,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
35,1,0,11,4,"BALLOT r3, p1",ISSUE,11111111111111111111111111111111,1,1,"",,,
35,1,0,11,4,"BALLOT r3, p1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
36,0,0,3,5,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
36,0,0,4,4,"BALLOT r3, p1",ISSUE,11111111111111111111111111111111,1,1,"",,,
36,0,0,4,4,"BALLOT r3, p1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
36,1,0,11,5,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
36,1,0,12,4,"BALLOT r3, p1",ISSUE,11111111111111111111111111111111,1,1,"",,,
36,1,0,12,4,"BALLOT r3, p1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
37,0,0,4,5,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
37,0,0,5,4,"BALLOT r3, p1",ISSUE,11111111111111111111111111111111,1,1,"",,,
37,0,0,5,4,"BALLOT r3, p1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
37,1,0,12,5,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
37,1,0,13,4,"BALLOT r3, p1",ISSUE,11111111111111111111111111111111,1,1,"",,,
37,1,0,13,4,"BALLOT r3, p1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
38,0,0,5,5,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
38,0,0,6,4,"BALLOT r3, p1",ISSUE,11111111111111111111111111111111,1,1,"",,,
38,0,0,6,4,"BALLOT r3, p1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
38,1,0,13,5,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
38,1,0,14,4,"BALLOT r3, p1",ISSUE,11111111111111111111111111111111,1,1,"",,,
38,1,0,14,4,"BALLOT r3, p1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
39,0,0,6,5,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
39,0,0,7,4,"BALLOT r3, p1",ISSUE,11111111111111111111111111111111,1,1,"",,,
39,0,0,7,4,"BALLOT r3, p1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
39,1,0,14,5,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
39,1,0,15,4,"BALLOT r3, p1",ISSUE,11111111111111111111111111111111,1,1,"",,,
39,1,0,15,4,"BALLOT r3, p1",EXECUTE,11111111111111111111111111111111,1,0,"",,,
40,0,0,7,5,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
40,0,0,0,5,"MOVI r4, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
40,0,0,0,5,"MOVI r4, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
40,1,0,15,5,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
40,1,0,8,5,"MOVI r4, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
40,1,0,8,5,"MOVI r4, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
41,0,0,0,6,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
41,0,0,1,5,"MOVI r4, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
41,0,0,1,5,"MOVI r4, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
41,1,0,8,6,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
41,1,0,9,5,"MOVI r4, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
41,1,0,9,5,"MOVI r4, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
42,0,0,1,6,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
42,0,0,2,5,"MOVI r4, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
42,0,0,2,5,"MOVI r4, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
42,1,0,9,6,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
42,1,0,10,5,"MOVI r4, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
42,1,0,10,5,"MOVI r4, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
43,0,0,2,6,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
43,0,0,3,5,"MOVI r4, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
43,0,0,3,5,"MOVI r4, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
43,1,0,10,6,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
43,1,0,11,5,"MOVI r4, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
43,1,0,11,5,"MOVI r4, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
44,0,0,3,6,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
44,0,0,4,5,"MOVI r4, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
44,0,0,4,5,"MOVI r4, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
44,1,0,11,6,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
44,1,0,12,5,"MOVI r4, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
44,1,0,12,5,"MOVI r4, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
45,0,0,4,6,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
45,0,0,5,5,"MOVI r4, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
45,0,0,5,5,"MOVI r4, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
45,1,0,12,6,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
45,1,0,13,5,"MOVI r4, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
45,1,0,13,5,"MOVI r4, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
46,0,0,5,6,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
46,0,0,6,5,"MOVI r4, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
46,0,0,6,5,"MOVI r4, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
46,1,0,13,6,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
46,1,0,14,5,"MOVI r4, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
46,1,0,14,5,"MOVI r4, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
47,0,0,6,6,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
47,0,0,7,5,"MOVI r4, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
47,0,0,7,5,"MOVI r4, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
47,1,0,14,6,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
47,1,0,15,5,"MOVI r4, 0",ISSUE,11111111111111111111111111111111,1,1,"",,,
47,1,0,15,5,"MOVI r4, 0",EXECUTE,11111111111111111111111111111111,1,0,"",,,
48,0,0,7,6,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
48,0,0,0,6,"SHFL.IDX r5, r1, r4",ISSUE,11111111111111111111111111111111,1,1,"",,,
48,0,0,0,6,"SHFL.IDX r5, r1, r4",EXECUTE,11111111111111111111111111111111,1,0,"",,,
48,1,0,15,6,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
48,1,0,8,6,"SHFL.IDX r5, r1, r4",ISSUE,11111111111111111111111111111111,1,1,"",,,
48,1,0,8,6,"SHFL.IDX r5, r1, r4",EXECUTE,11111111111111111111111111111111,1,0,"",,,
49,0,0,0,7,"",WRITEBACK,11111111111111111111111111111111,1,0,"",,,
